若又能轉以化人。使更相勸化。是不徒使己之骨肉有無窮之恩愛。亦使他人骨肉有無窮之恩愛。	If you are further able to turn to converting others, making them in turn to entreat and convert each other, this will not only bring about a love without end for your loved ones, it will further bring about a love without end for the loved ones of others.
其福報豈有窮盡。	How could it be that their karmic recompense would be used up?
必中上品生。	You will certainly be reborn in the highest rank of the middle grade of Pure Land.
勸婦人	Entreating [Married] Women
婦人當自念。云。據佛所言。慾心重者受婦女身。	Married women should reflect on themselves, saying, “According to the word of the Buddha, those with strong passions will be given a woman’s body.
是已非善業。	This already is unwholesome karma.
若不自省。更加嫉妬貪慾。業緣轉深。果報可畏。	If I don’t not reflect on myself, but add jealousy and greed to my current plight, my karmic bonds will deepen and the outcome will be frightful.
若能迴心懺悔絕其非念。仁慈以待婢妾。溫和以禮上下。常念阿彌陀佛。發願云。	If I change my heart, repent, and put an end to negative thoughts; if I am humane and compassionate in dealing with maidservants and concubines, and gentle in decorum to those above and below me; if I frequently recite ‘Amituo Fo’ and make a vow:
願我黑業日消。白業日長現身清淨。內外輕安。此世之後永不復受女身。	‘May my dark karma dissipate each day, and may my white karma grow by the day;’ if I am pure in my present life, and am inwardly and outwardly serene, then after this lifetime, I will never again receive the body of a woman.”
使念念不斷。	Perform recitation after recitation without cease.
念自純熟。定生極樂世界。	When your recitations naturally come to maturation, you will for certain be reborn in the World of Ultimate Bliss.
若轉以化一家及婢妾及宗族親戚。其福報無窮。	If you turn to converting your household, including maidservants, concubines, and clan relatives, your good karmic recompense will be inexhaustible.
必上品生。	And you will certainly be reborn in the highest level.
觀荊王夫人傳可見矣。在第五卷。	See Madame Jing Wang’s biography in Fascicle Five where these outcomes are manifest.
勸僕妾	Entreating Servants
為僕妾者當自念。云。	Those who are servants should reflect on themselves, saying,
我前世不曾修福故至貧賤。	“In previous lives I have not cultivated good karma and thus I have ended up poor and lowly.
人受安逸。我當勤勞。	Others live in leisure, while I must toil.
人享美味。我食麁糲。	Others enjoy fine flavors, while I consume coarse grains.
人服輕細。我著麁惡。	Others don garments both light and finely woven, while I wear clothes that are rough and inferior.”
此皆前世業緣。	This is all due to karmic conditions generated in past lives.
已往者不可悔。自此之後。當念善改過。	That which is past cannot be undone; from this point on, you should be mindful of goodness and amend your faults.
忠直勤謹。小心奉事。以保此身以種後福。	You must be loyal and forthright, conscientious and diligent, carrying out your service with care, all of this in order to protect your current life and plant merit for your future.
常念阿彌陀佛。念念不絕。	You should constantly recite “Amituo Fo,” performing recitation upon recitation without cease.
念自純熟。定生極樂世界。	When your recitations come to fruition, then you will with certainty be reborn in the Realm of Highest Bliss.
又以化其同類。使更相勸化。則福報無窮。必中上品生。	Furthermore, if you convert fellow servants, making them mutually entreat other to change, then the good karmic outcomes that come from this will be without end, and you will with certainty be reborn in the highest rank in the middle grade of Pure Land.
勸農者	Entreating Farmers
為農者當自念。云。	Farmers should reflect on themselves, saying,
農業雖為務本。然耕田種地。殺害微細物命。亦不為少。	“Despite the fact that farming is the foundation of all occupations, I have nevertheless killed and harmed the lives of numerous minute beings through plowing and planting.”
此雖無可奈何。若能委由全護懺悔前失。常念阿彌陀佛。發大願云。	Although this could not be helped, you should attempt to protect all beings to the degree that you are able, repent past misdeeds, constantly recite “Amituo Fo,” and make a great vow, announcing,
願我見佛得道之後。先度耕種以來一切所殺微細眾生。	“After I have seen the Buddha and attained the Way, may I first save all the minute sentient beings whose lives I have taken since engaging in plowing and planting.
次度一切冤親眾生。	Next, may I save all the sentient beings, both hated and loved.”
常作此念。使念念不絕。	Frequently producing this thought, perform recitation upon recitation without cease.
念自純熟。定生極樂世界。	When your recitations naturally come to maturation, you will with certainty be reborn in the Realm of Highest Bliss.
若轉以化人。使更相勸化。現世獲福。身後必中上品生。	If you turn to converting others, making them entreat and convert each other, you will obtain karmic recompense in this life, and in the next you will be born in the highest level of the middle grade of pure land.
勸養蠶者	Entreating Cultivators of Silk Worms
養蠶者當自念。云。	Those raising silk worms should reflect on themselves, saying,
蠶為絲以為人衣。	“Worms produce silken threads that are made into human clothing.
此固世間常理。	This has been an enduring custom through the ages.
然亦是殺害物命。	And yet it too involves the killing of living beings.”
世人以為。馬鳴菩薩考於藏經。	People of this age think that Bodhisattva Aśvaghoṣa found a justification for sericulture in the scriptures.
本無此說。	But the scriptures originally had no such teaching.
唯說佛訓弟子。不得衣綿絹及用皮為鞋履。為殺物命而得。	There was only the teaching of the Buddha instructing his disciples not to clothe themselves with silk or to use leather for shoes, that is, things obtained through the taking of life.
人既以養蠶為業。	People have long engaged in raising silk worms for a living.
豈可不知慚愧。	How could they not be aware of its shamefulness?”
當常懺悔念阿彌陀佛發大願云。	You should frequently repent, recite “Amituo Fo,” and make a great vow, saying,
願我見佛得道之後。盡度養蠶以來所殺一切蠶命。	“After I have seen the Buddha and attained the Way, may I save all those silk worms that whose lives I have taken since engaging in sericulture.”
使念念不絕。	Perform recitation upon recitation without cease.
念自純熟。亦生極樂世界。	When your recitations naturally come to maturation, you will for certain be reborn in the World of Ultimate Bliss.
若轉以化人。使相勸化。現世必獲福報。身後亦中品生。	If you turn to converting others, making them in turn entreat and convert each other, then in this world you will obtain happy recompense and after this life you will be reborn in the highest level of the middle grade of pure land.
勸商賈	Entreating Merchants
為商賈者當自念。云。	Those who are merchants should reflect on themselves, saying,
平生販賣寧無欺偽。若是疋帛。皆由蠶命而得。不可謂全無過惡。	“If my life of selling things, albeit without deceit, involved bolts of silk obtained through the lives of silk worms, then I can not be said to be without blame.
一旦命盡。隨業緣去。	One day my life will be over, and I will depart following my karmic bonds.
不如懺悔為善。隨分營生。	It would be better that I repent and carry out good deeds, making a living according to my allotted portion.
命若多財自然漸有。命若少財多得亦失。	If my fate is great wealth, then I will naturally and gradually acquire it; if my fate is to have little wealth, then the acquisition of more would further lead to loss.
況人生財數有限。	What is more, the allotment of wealth during a lifetime has a limit.
急求而數滿則致早終。	If I hurriedly seek wealth and my allotment is filled, then I will come to a premature end.
緩求而來遲則可延壽。宜以此存心。	If I seek it gradually and it arrives late then my life will be lengthened.” You must take care with this.
當念阿彌陀佛。願見佛得道之後。先度一切與己交涉眾生。	You should recite “Amituo Fo” and make a vow: “When I have seen the Buddha and attained the Way, may I first save all those with whom I have had dealings.
次度一切冤親。	Next, may I save both enemies and loved ones.
次度一切有緣無緣眾生。	And then, may I save all with whom I have had karmic links and those with whom I have had none.”
如此念念不絕。	In this way, perform recitation upon recitation without cease.
念自純熟。定生極樂世界。	When your recitations naturally come to maturation, you will for certain be reborn in the World of Ultimate Bliss.
若轉以化人。使更相勸化。現世獲福。身後必中上品生。	If you turn to converting others, making them in turn entreat and convert each other, then in this world you will obtain happy recompense, and after this life you will certainly be born in the highest level of the middle grade of pure land.
勸工匠	Entreating Craftsmen
為工匠者當自念。云。	Craftsmen should reflect upon themselves, saying,
我為工匠。或為人造屋宇。或為人作器用。	“Working as a craftsman, I have sometimes built houses for people and sometimes made furnishings for people’s use.
此雖為善業。然以前世不曾修種故。今生自不富足。	Though this is a wholesome occupation, yet because I did not cultivate seeds in previous lives, in this life, I am impoverished.
所造之屋乃他人居。	The dwellings that I have built, other people occupy.
所作之器乃他人用。	The furnishings I have crafted, others use.
若不如是。衣食虧闕。	If things were otherwise (and I had not engaged in this occupation), then I would be in want of clothing and food.
當隨分為善。	I should follow my lot and do good deeds.
為人造作之時。物不過望事。則盡心。	When I am making things for other people, those things are nothing but the work that I am addressing at the moment, so I will apply my self assiduously.”
此亦種福。	This also is a way of planting merit.
常念阿彌陀佛。用斧斤時。亦一心常念。使念念不絕。	You should constantly recite “Amituo Fo.” When you are wielding an axe, you should also single-mindedly, constantly recite [the name], performing recitation upon recitation without cease.
念自純熟。定生極樂世界。	When your recitations naturally come to maturation, you will for certain be reborn in the World of Ultimate Bliss.
若轉以化人。使更相勸化。現世獲福。身後必中上品生。	If you turn to converting others, making them in turn entreat and convert each other, then in this world you will obtain happy recompense, and after this life be reborn in highest level of the middle grade of pure land.
